dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSDCBx2FF11_9,Subscription to *The Occident*,The Occident|Financial transactions|Subscription payments,The Occident,The Occident,A letter from Phineas Moses to Isaac Leeser discussing a draft for three years' subscription to *The Occident*.  Moses also sends his and his wife's best wishes.,https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF11_9.xml,ark:/81431/p3rf5m20j,"https://iiif-images.library.upenn.edu/iiif/2/972b4d9f-f2ea-4a6c-85b1-afecd775ae56%2Faccess/full/!600,600/0/default.jpg","Letter from Phineas Moses to Isaac Leeser;March 07, 1864","Letter to Isaac Leeser from Moses, Phineas;March 07, 1864",Letter,כ״ט בַּאֲדָר א׳ תרכ״ד,,1864-03-07,-3339360000,"March 07, 1864",https://colenda.library.upenn.edu/items/ark:/81431/p3rf5m20j/manifest,https://colenda.library.upenn.edu/catalog/81431-p3rf5m20j,ark:/81431/p3rf5m20j,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f11_0008,,Phineas Moses,Phineas Moses,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF11_9,Cincinnati,Q43196,Cincinnati,7013604,39.12711,-84.51439,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSKAP0029,Letter from M. B. Simmons to Isaac Leeser Regarding *The Occident* Subscription and Religious Reform,Occident (periodical)|Religious Reform|St. Thomas (Virgin Islands),Occident (periodical),The Occident and American Jewish Advocate,"Letter from M. B. Simmons in St. Thomas to Isaac Leeser in Philadelphia expressing disappointment at not being able to remit the amount of a subscription list for the Occident.  The writer explains the delay is due to not receiving the May issue of the periodical.  He makes observations on the Occident and suggests including extracts from German periodicals to increase its appeal. The letter also discusses the actions of Mr. Carillon, a minister who has made changes to religious forms and observances, and Simmons' opposition to such precipitate actions. The letter ends with a dream Simmons had about meeting Leeser.  A postscript, written in pencil, reads ""Number ""20-452"".",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0029.xml,ark:/81431/p3x92297g,"https://iiif-images.library.upenn.edu/iiif/2/2f96c2a9-7023-4a7b-8c7f-882ece5b84d8%2Faccess/full/!600,600/0/default.jpg","Letter from M. B. Simmons to Isaac Leeser;June 22, 1843","Letter to Isaac Leeser from Simmons, M. B.;June 22, 1843",Letter,כ״ד בְּסִיוָן תר״ג,,1843-06-22,-3992889600,"June 22, 1843",https://colenda.library.upenn.edu/items/ark:/81431/p3x92297g/manifest,https://colenda.library.upenn.edu/catalog/81431-p3x92297g,ark:/81431/p3x92297g,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0029,,M. B. Simmons,"Simmons, M. B.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0029,Saint Thomas,Q463937,Saint Thomas,,18.34537,-64.92755,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English | Hebrew,English | Hebrew,,,,,,,LSKAP0029R.jpg|LSKAP0029V.jpg,\sceti\current projects\Leeser\Leeser_Kaplan loan items_1st group\LSKAP0029R.tif|\sceti\current projects\Leeser\Leeser_Kaplan loan items_1st group\LSKAP0029V.tif,
LSTCAT_item61,"Letter from Zalma Rehine to Isaac Leeser, October 31, 1830",Family visits|Health|Social life,Family visits,Family visits,"Letter from Zalma Rehine to Isaac Leeser written in Baltimore on October 31, 1830. Rehine mentions the Herrings, suggests Miss Simha visit for health benefits, and expresses hope for a visit from Mrs. Peixotto. She also mentions expecting Judah the following day or Friday. The letter concludes with greetings from Sally Depass, Abby, and other friends.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item61.xml,ark:/81431/p3kk94z74,"https://iiif-images.library.upenn.edu/iiif/2/580124f9-7c7a-48e3-9b5c-0dc304d45db0%2Faccess/full/!600,600/0/default.jpg","Letter from Zalma Rehine to Isaac Leeser;October 31, 1830","Letter to Isaac Leeser from Rehine, Zalma;October 31, 1830",Letter,י״ד בְּחֶשְׁוָן תקצ״א,,1830-10-31,-4391798400,"October 31, 1830",https://colenda.library.upenn.edu/items/ark:/81431/p3kk94z74/manifest,https://colenda.library.upenn.edu/catalog/81431-p3kk94z74,ark:/81431/p3kk94z74,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,,il_tcat_item61,,Zalma Rehine,Zalma Rehine,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q119172623,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item61,Baltimore,Q5092,Baltimore,7013352,39.29038,-76.61219,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 4 sheet(s).,English,English,,,,,,,il_tcat_item61_wk1_body0001.jpg|il_tcat_item61_wk1_body0002.jpg|il_tcat_item61_wk1_body0003.jpg|il_tcat_item61_wk1_body0004.jpg,,
LSDCBx3FF2_22,"Letter from R. & J. Palache to Isaac Leeser, May 10, 1867",JEwish Bible|Annual Subscriptions|Illness,"Bible. Old Testament--Versions, Jewish",Tanakh,"Letter from R. & J. Palache to Reverend Isaac Leeser, written in New York on May 10, 1867.  The letter acknowledges a previous correspondence and encloses a check for $17.00 for two Bibles and an annual subscription.  It also expresses concern for Leeser's continued ill health. The letter was sent via Miss Peron, who was returning to Philadelphia. The envelope is also included.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF2_22.xml,,,"Letter from R. Palache and J. Palache to Isaac Leeser;May 10, 1867","Letter to Leeser from Palache, R.|Palache, J.;May 10, 1867",Letter,ה׳ בְּאִיָיר תרכ״ז,,1867-05-10,-3239222400,"May 10, 1867",,,,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f2_0025,ilcajs_b3f2,R. Palache|J. Palache,"Palache, R.","Palache, J.",,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF2_22,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b3f2_0025_1r.jpg|ilcajs_b3f2_0025_1v.jpg|ilcajs_b3f2_0025_2r.jpg|ilcajs_b3f2_0025_2v.jpg,sceti\current_projects\Leeser\ilcajs_b3f2\ilcajs_b3f2_0025_1r.tif|sceti\current_projects\Leeser\ilcajs_b3f2\ilcajs_b3f2_0025_1v.tif|sceti\current_projects\Leeser\ilcajs_b3f2\ilcajs_b3f2_0025_2r.tif|sceti\current_projects\Leeser\ilcajs_b3f2\ilcajs_b3f2_0025_2v.tif,
LSDCBx1FF9_35,"Letter from Israel I. Jones to Isaac Leeser, July 2, 1852",Hebrew boarding schools|Synagogue construction|Family news,Hebrew boarding schools,Hebrew boarding schools,"Letter from Israel I. Jones of Mobile, Alabama, to Isaac Leeser in Philadelphia, Pennsylvania, inquiring about Hebrew boarding schools for young ladies in Philadelphia. Jones mentions his plans to send his daughter Adelaide to school in the North and anticipates leaving Mobile in about three weeks. He also shares news about the construction of a new synagogue in Mobile, which they anticipate consecrating around next January.  He mentions Rev. Julius Eckman of Charleston and I. Jacobs of Baltimore are applicants for the position of minister.  Finally, he informs Leeser that his daughter Sarah is engaged to marry Mr. Joseph Morrison of Mobile.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF9_35.xml,ark:/81431/p3q23rk8x,"https://iiif-images.library.upenn.edu/iiif/2/bbe26df6-cd78-49c3-9f67-3299e1f07781%2Faccess/full/!600,600/0/default.jpg","Letter from Israel Jonas to Isaac Leeser;July 02, 1852","Letter to Isaac Leeser from Jonas, Israel;July 02, 1852",Letter,ט״ו בְּתַמּוּז תרי״ב,,1852-07-02,-3707942400,"July 02, 1852",https://colenda.library.upenn.edu/items/ark:/81431/p3q23rk8x/manifest,https://colenda.library.upenn.edu/catalog/81431-p3q23rk8x,ark:/81431/p3q23rk8x,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f9_0033,,Israel Jonas,"Jonas, Israel",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF9_35,Mobile,Q79875,Mobile,,30.69436,-88.04305,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSDCBx3FF3_9,Biographical Sketch of Isaac Leeser,Isaac Leeser|Jewish literature|American Judaism,Isaac Leeser,Isaac Leeser,"This is a printed copy of a biographical sketch of Isaac Leeser (1806-1868), who was a prominent rabbi and scholar in Philadelphia.  The sketch details Leeser's life, including his early life in Germany, his emigration to America, his rabbinical career, his significant contributions to Jewish literature (including his translations of the Hebrew Prayer Book and the Holy Scriptures, and his founding and editing of *The Occident*), and his involvement in various Jewish educational and charitable organizations.  The author also notes his funeral and burial, and his legacy within the Jewish community.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF3_9.xml,,,"Print, 1868","Print from Moredcai, Rosa;February 04, 1868",Print,י״א בִּשְׁבָט תרכ״ח,,1868-02-04,-3215894400,"February 04, 1868",,,,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,,,Rosa Moredcai,"Moredcai, Rosa",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF3_9,Philadelphia,Q1345,Philadelphia,7014406,,,Philadelphia,,,,,,,Print. 5 page(s) on 5 sheet(s).,English,,,,,,,,,,
LSKAP0300,"Advertisement for *The Occident and American Jewish Advocate*, October 23, 1852",The Occident|American Jewish Advocate|Jewish periodicals,The Occident,The Occident,"Advertisement for *The Occident* and *American Jewish Advocate*, published by Isaac Leeser.  The advertisement notes that the publication completed its eighth volume in March and solicits subscriptions.  It details subscription rates and advertising costs.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0300.xml,,,"The Occident, And American Jewish Advocate","The Occident from Leeser, Isaac;October 23, 1852",Print,י׳ בְּחֶשְׁוָן תרי״ג,5612,1852-10-23,-3698179200,"October 23, 1852",,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,il_kaplan_17_766,,Isaac Leeser,Isaac Leeser,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1673417,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0300,Philadelphia,Q1345,Philadelphia,7014406,,,Philadelphia,,,,,,,Print. 1 page(s) on 1 sheet(s).,English,,,,,,,,il_kaplan_17_766_body0001.jpg,,
LSDCBx2FF1_76,"Letter from T. J. Belinfante to Isaac Leeser, August 20, 1854",The Occident|Jewish communities in America|M. de Silva Solis,The Occident,The Occident,"Letter from Josephus Justus Belinfante to Isaac Leeser. Belinfante inquires about Leeser's health and expresses his admiration for Leeser's work in fostering religious feeling among Jewish communities in America. He requests copies of *The Occident*, particularly issues featuring Leeser's and M. de Silva Solis' writings. Belinfante also asks for information about Mr. B. d'Ancona, who had traveled to America a year prior and to whom Belinfante provided a letter of recommendation.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_76.xml,ark:/81431/p36h4d96f,"https://iiif-images.library.upenn.edu/iiif/2/c7083c79-eae0-45f3-a94e-f6768483772e%2Faccess/full/!600,600/0/default.jpg","Letter from Josephus Justus Belinfante to Isaac Leeser;August 20, 1854","Letter to Isaac Leeser from Belinfante, Josephus Justus;August 20, 1854",Letter,כ״ו בְּאָב תרי״ד,,1854-08-20,-3640636800,"August 20, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p36h4d96f/manifest,https://colenda.library.upenn.edu/catalog/81431-p36h4d96f,ark:/81431/p36h4d96f,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0076,,Josephus Justus Belinfante,Josephus Justus Belinfante,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_76,The Hague,Q36600,The Hague,7006810,52.07667,4.29861,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s) on 1 sheet(s).,English,English,TRUE,,,,,,ilcajs_b2f1_0076_1r.jpg|ilcajs_b2f1_0076_1v.jpg,,
LSDCBx2FF9_16,Postmaster's Notice Regarding Undelivered Mail to T. A. Myers,Post Office|The Occident (Philadelphia)|Unclaimed Mail,Post Office,Post Office,"Postmaster William B. Taylor informs the publisher of *The Occident* that papers addressed to T. A. Myers, care of A. Jacobs and L. Lewis at 66 West 12th Street, New York City, were not picked up from the Post Office.  The letter is marked ""FREE—Post Office business.""",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF9_16.xml,ark:/81431/p3nv99x17,"https://iiif-images.library.upenn.edu/iiif/2/e80db7ca-e8a1-415c-9982-04ce0ee9bb3e%2Faccess/full/!600,600/0/default.jpg","Letter from William B. Taylor to Isaac Leeser;June 13, 1862","Letter to Isaac Leeser from Taylor, William B.;June 13, 1862",Letter,ט״ו בְּסִיוָן תרכ״ב,,1862-06-13,-3394051200,"June 13, 1862",https://colenda.library.upenn.edu/items/ark:/81431/p3nv99x17/manifest,https://colenda.library.upenn.edu/catalog/81431-p3nv99x17,ark:/81431/p3nv99x17,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f9_0016,,William B. Taylor,"Taylor, William B.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF9_16,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b2f9_0016_1r.jpg|ilcajs_b2f9_0016_2v.jpg,,
KARP_07,"Letter from H. Kuttner to Isaac Leeser, June 24, 1857",American Judaism|Jewish education|Synagogue construction,American Judaism,American Judaism,"Letter from H. Kuttner in St. Louis, Missouri, to Isaac Leeser in Philadelphia, Pennsylvania, dated June 24, 1857. Kuttner informs Leeser that he has become the Chazan and Schochet in St. Louis, established a Hebrew school, and is organizing the construction of a synagogue. He requests that Leeser send him instructional materials for the school, prayer books, and his outstanding bill. He also expresses interest in becoming Leeser's agent for subscriptions to the Occident.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/KARP_07.xml,,,"Letter from H. Kuttner to Isaac Leeser;June 24, 1857","Letter to Isaac Leeser from Kuttner, H.;June 24, 1857",Letter,ב׳ בְּתַמּוּז תרי״ז,,1857-06-24,-3550867200,"June 24, 1857",,,,The Abraham J. Karp Collection of Judaica Americana,http://www.wikidata.org/wiki/Q124370279,,,MS_10474_056_a,,H. Kuttner,"Kuttner, H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=KARP_07,St. Louis,Q38022,St. Louis,7014444,38.62727,-90.19789,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,English,,,,,,,MS_10474_056_a_r.jpg,,
LSDCBx1FF10_60,Request for Prayer Books,Prayer books|Col De La Motta|Shipping,Prayer books,Prayer books,"Letter from Moses S. Cohen of Savannah, Georgia to Isaac Leeser in Philadelphia, Pennsylvania, requesting a set of prayer books.  Cohen mentions a mutual friend, Col De La Motta, and plans to send a check upon receipt of the bill. The letter is dated September 21, 1853.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF10_60.xml,,,"Letter from Moses S. Cohen to Isaac Leeser;September 12, 1853","Letter to Isaac Leeser from Cohen, Moses S.;September 12, 1853",Letter,ט׳ בֶּאֱלוּל תרי״ג,,1853-09-12,-3670185600,"September 12, 1853",,,,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f10_0060,ilcajs_b1f10,Moses S. Cohen,"Cohen, Moses S.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF10_60,Savannah,Q83813,Savannah,7014487,32.08354,-81.09983,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,English,,,,,,,ilcajs_b1f10_0060_1r.jpg|ilcajs_b1f10_0060_1v.jpg,sceti\current_projects\Leeser\ilcajs_b1f10\ilcajs_b1f10_0060_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f10\ilcajs_b1f10_0060_1v.tif,
LSDCBx2FF2_7,Letter from Puerto Cabello Regarding a Collection for Jews in Jerusalem,Jerusalem|Philanthropy|Jewish Community in Puerto Cabello,Jerusalem,Jerusalem,"Letter from Puerto Cabello to Isaac Leeser in Philadelphia, dated February 12, 1855. The writer discusses contributions from local Jews to support their brethren in Jerusalem.  The writer also requests a Hebrew and German prayer book and mentions sending a draft for twenty dollars to cover the cost of a calendar, a subscription to the Occident, and the contribution to Jerusalem. The writer asks that only ""Received from Rosalta"" be mentioned in the Occident, if the contribution is noted.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF2_7.xml,ark:/81431/p3g44j98r,"https://iiif-images.library.upenn.edu/iiif/2/4db95e49-d980-40c7-bc04-bdb2ca71d66d%2Faccess/full/!600,600/0/default.jpg","Letter to Isaac Leeser;February 12, 1855","Letter; Pto. Cabello; Leeser, Isaac; 12 February 1855; 12 February 1855",Letter,כ״ד בִּשְׁבָט תרט״ו,,1855-02-12,-3625430400,"February 12, 1855",https://colenda.library.upenn.edu/items/ark:/81431/p3g44j98r/manifest,https://colenda.library.upenn.edu/catalog/81431-p3g44j98r,ark:/81431/p3g44j98r,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f2_0006,,,,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF2_7,Puerto Cabello,Q995695,Puerto Cabello,,10.47051,-68.02958,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,ilcajs_b2f2_0006_1r.jpg|ilcajs_b2f2_0006_1v.jpg,,
LSDCBx2FF11_11,"L. Johnson & Co. to Isaac Leeser Regarding Typesetting and Electrotype Plates, November 16, 1864",Electrotype|Prayer books|Electrotype plates,Typefounding matrices,Electrotype,"Letter from L. Johnson & Co., a type foundry located on Sansom Street in Philadelphia, to Rev. Isaac Leeser. The letter discusses the pricing of work on a prayer book and the possibility of providing electrotype plates for an 18-month Bible.  The foundry offers to undertake the prayer book connections at 60 cents per hour and electrolyte plates at 50 cents each, with prices subject to change based on the cost of metal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF11_11.xml,ark:/81431/p3gh9bw0q,"https://iiif-images.library.upenn.edu/iiif/2/3a8c667b-1728-4ed5-962a-75d4a03d0f15%2Faccess/full/!600,600/0/default.jpg","Letter from L. Johnson & Co. to Isaac Leeser;November 16, 1864","Letter to Isaac Leeser from L. Johnson & Co.;November 16, 1864",Letter,י״ז בְּחֶשְׁוָן תרכ״ה,,1864-11-16,-3317414400,"November 16, 1864",https://colenda.library.upenn.edu/items/ark:/81431/p3gh9bw0q/manifest,https://colenda.library.upenn.edu/catalog/81431-p3gh9bw0q,ark:/81431/p3gh9bw0q,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f11_0010,,L. Johnson & Co.,L. Johnson & Co.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF11_11,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
